Text,Sentiment,ProdID
mtnug Yes They keep saying an error occurred  ,Negative,76
AirtelUg  I went to your offices yesterday with my original national id Your attendant verified my details it showed everything was successful but why is my phone number still blocked And to worsen i cant access any of my funds You have ineffective devices  ,Negative,17
AirtelUg These prepaid complaints loss just  ,Negative,9
After successfully verifying my line yesday at Airtel shop at shoprite AirtelUg sends  this daygt Your reverification was not successful because of an incomplete form Kindly visit an Airtel Shop with your National ID to avoid DISCONNECTION on th  ,Negative,84
Please AirtelUg take down this advert where u are lieinh to us that when one switches to g GB is given Now after days of getting be patient messages in ma DM  Today one Ms Christine calls me and tells me it wont be possible  Dont you think this is fraud of some nature  ,Negative,41
Thanks to AirtelUg for their kind heart towards a girl child They made sure that every child goes home with a squeezer bottle tshirt and bangle They are the real champions we all needed  ,Positive,87
And one cannot find africel airtime in mbarara  ,Negative,93
benbixx Yeah its all good thanks to mtnug  ,Positive,49
mtnug Yeah right the MTN Mobile Money being down has been quite an inconvenience Hope it gets fixed soon  ,Negative,8
AirtelUg Thank you very much  ,Positive,94
mtnug my network currently says no service after I received a notification that iPhone not activated and contact your carrier What is the problem  ,Negative,82
AirtelUg Dont be cheat  ,Negative,36
mtnug Your customer service doesnt know how to explain this service It may be hindering usage Teach them  ,Negative,2
Im about to dump AirtelUg Your Internet has been slow all week Whats happening s dialup was way faster  ,Negative,64
AirtelUg Well startimes isnt responding but wasting my airtime listening to the automated phone responses  ,Negative,41
mtnug your network is annoyingly slow Its frustrating to have slow internet   ,Negative,22
africellUG Thanks for your reply  But I had become disappointed and hold to activate them because whenever I do activate then the internet speed lowers  And am a great fan of quality and high speedy internet as well Let me give it another chance  ,Positive,9
Come all ye bretheren who have lost ye way with Data  africellUG will lift ye burden off with its amazing offers Together we all say Amen  ,Positive,5
AirtelUg internet is scam  seenoevil   ,Negative,85
AirtelUg was the worst all this long weekend Even  was better  You guys gotta get off your ass and pull up  ,Negative,26
AirtelUg Out of  a give your so called G  cz it seem u mistake G with G  ,Negative,33
AirtelUg hrs later and you havent responded to the DM when i say this G thing is a scam i mean it because its either you also dont have network  because i had to switch networks to even tweet this  or your embarrassed you cant even explain it eitherways you stole from us  ,Negative,22
mtnug MTNGroup The day stop stealing our internet data thus wen u ll stabilise  We cant get suprised over the news coming up  ,Negative,93
capitanoemma AirtelUg k for calls joy  you can as well buy some airtel shares every month untill you can own the company  ,Negative,16
Ritahntaori mtnug But these mafkers charge k when sending k instead of the ugxI see on display  ,Negative,33
mtnug hello is mm still down I cant use the web page and cant use  either it keeps hanging what should I do Have been suffering since last week  ,Negative,12
CSsendiwala africellUG Its better than fake Airtel network which cant even download simple WhatsApp images  ,Positive,38
AirtelUg Phone calls  cant go through After dialing and calling its gets muted  ,Negative,46
mtnug Seriously  Meaning you people have been deceiving your clients that you registered them anyway amnot surprised about ur comment becoz I know after visiting your shops again tomorrow you tell me the same story on different page  ,Negative,51
mtnug I keep buying bundles and getting told that I have no data Whats happening  ,Negative,7
AirtelUg If by now you dont know about speed issues then you dont deserve my DM  ,Negative,27
Dear AirtelUg  for the love of all that is holy fix your internet network Since you got this acrossthecountry G thing we have suffered And plse dont ask abt my handset and SIM card placement etc coz Ive done all that shit you advised countless times Just Fix It  ,Negative,25
But mtnug this is getting out of hand My Whatsapp was slowing down but I thought it could be a problem from Whatsapp servers and now also Twitter This is clearly a problem from you  ,Negative,3
AirtelUg I swapped my line to G and I have never received my GB I was told to receive    ,Negative,22
AirtelUg Ive never felt so disappointed and disgusted with the fact that I buy a mifi and clearly tell me it comes with GB on it I use GB and your system and staff says its finished even after sending u a screenshot of the mifi readings Unbelievable  ,Negative,47
mtnug mtnugcare Transaction ID My money deduction for data but havent received the data  ,Negative,30
mtnug TIDAL Tidal is not working today  ,Negative,42
CONFESSION Today  is my first time to use AirtelUg internet  Its indeed a SMART PHONE NETWORK  I regret sticking to a certain everywhere you go for my entire life I lived  Only death will do us apart with AirtelUg network  ,Positive,90
Dear mtnug since you know very well that i am not eligible for MTN XtraTime stop filling my inbox with your Dial  bla  ,Negative,83
Dear AirtelUg stop cutting off my monthly voice subscription before the month is due for once respect my hard earned k that I do not intend to invest any of your thiefing mode  ,Negative,25
mtnug what happened to the mobile money service on the mymtn app A good service that has been abandoned  ,Negative,88
mtnug please fix your internet G network in Najjera  Its very annoying especially in this era of fast internet network  ,Negative,28
mtnug my mtn app mobile money has been down for  week now Am distressed  ,Negative,100
AirtelUg crispusmagara Dont act like you dont know already  Fix the problem or another service provider will help us fix it  ,Negative,95
AirtelUg I cant make andor receive calls may I know why I have registered my number on more than  occasions including verification when requested Why cant I utilize my AirtelUg line  ,Negative,36
Yall need to upgrade your network in Itojo Ntungamo africellUG  ,Negative,33
AirtelUg you guys your airtime is Chinese it all gets done as fast as lightning  ,Negative,97
AirtelUg I have had the worst internet experience for the last two months Is this the new service now  ,Negative,63
KhadijjahS AirtelUg They have finally worked on my line  ,Positive,49
This AirtelUg G is a scam  ,Negative,18
AirtelUg Its now three days and am struggling with the network calling and data Its on and offpeople call me and ma number says its off while its on so its a mess for me and am getting really pissed and tired of it  ,Negative,37
AirtelUg Ive seen the reward youve gave me as a result of being a good customer You decided to increase my voice and data charges and Ive decided to stop henceforth any recharge activity until when the situation will normalise Good luck  ,Negative,23
